Round,ColonyID,Colony,Treatment,All_Weight,All_weight_over100,C_weight,DB_weight,NB_weight,C_weight_less_100,DB_weight_less_100,NB_weight_less_100
Round1,183,col5,c,0.013,0.2246,0.2246,1.1243,0.283,0.012,0.0229,0.0204
Round1,183,col5,c,0.0131,0.2263,0.2263,1.1261,0.2839,0.012,0.023,0.0204
Round1,183,col5,c,0.0131,0.2267,0.2267,1.1276,0.2871,0.0121,0.0232,0.0205
Round1,183,col5,c,0.0134,0.2274,0.2274,1.1288,0.2874,0.0121,0.0232,0.0206
Round1,183,col5,c,0.0138,0.2275,0.2275,1.1349,0.2889,0.0122,0.0233,0.0208
Round1,183,col5,c,0.014,0.2283,0.2283,1.1385,0.2914,0.0122,0.0234,0.0208
Round1,183,col5,c,0.014,0.2284,0.2284,1.1446,0.2982,0.0122,0.0234,0.0209
Round1,183,col5,c,0.014,0.2297,0.2297,1.1471,0.2984,0.0123,0.0236,0.021
Round1,183,col5,c,0.0143,0.2303,0.2303,1.1492,0.2991,0.0123,0.0238,0.021
Round1,183,col5,c,0.0154,0.2334,0.2334,1.1543,0.3017,0.0123,0.0238,0.021
Round1,183,col5,c,0.0157,0.2335,0.2335,1.1604,0.3025,0.0123,0.0239,0.021
Round1,183,col5,c,0.0159,0.2336,0.2336,1.1682,0.3036,0.0124,0.0239,0.0213
Round1,183,col5,c,0.0168,0.2339,0.2339,1.1789,0.304,0.0124,0.024,0.0215
Round1,183,col5,c,0.0174,0.2342,0.2342,1.184,0.3054,0.0125,0.0242,0.0216
Round1,183,col5,c,0.0176,0.2346,0.2346,1.191,0.3092,0.0126,0.0243,0.0217
Round1,183,col5,c,0.018,0.2378,0.2378,1.1974,0.31,0.0126,0.0244,0.0217
Round1,183,col5,c,0.0187,0.2379,0.2379,1.201,0.315,0.0126,0.0245,0.0217
Round1,183,col5,c,0.0193,0.238,0.238,1.2025,0.3176,0.0126,0.0245,0.0217
Round1,183,col5,c,0.0199,0.2385,0.2385,1.2031,0.3243,0.0127,0.0246,0.0217
Round1,183,col5,c,0.0203,0.239,0.239,1.217,0.3338,0.0127,0.0247,0.0217
Round1,183,col5,c,0.0218,0.2399,0.2399,1.2236,0.3343,0.0128,0.0248,0.022
Round1,183,col5,c,0.0229,0.2412,0.2412,1.2407,0.3401,0.0129,0.0249,0.022
Round1,183,col5,c,0.0233,0.2427,0.2427,1.2476,0.3409,0.0129,0.0252,0.0221
Round1,183,col5,c,0.0236,0.2435,0.2435,1.2648,0.3439,0.0129,0.0253,0.0222
Round1,183,col5,c,0.0239,0.2436,0.2436,1.2735,0.3467,0.0129,0.0253,0.0223
Round1,183,col5,c,0.0243,0.244,0.244,1.2822,0.3509,0.013,0.0254,0.0223
Round1,183,col5,c,0.0254,0.2448,0.2448,1.3323,0.351,0.013,0.0254,0.0225
Round1,183,col5,c,0.0256,0.2448,0.2448,,0.352,0.013,0.0257,0.0226
Round1,183,col5,c,0.0261,0.2455,0.2455,,0.3546,0.013,0.0257,0.0226
Round1,183,col5,c,0.0261,0.2472,0.2472,,0.3664,0.0131,0.0258,0.0226
Round1,183,col5,c,0.0267,0.2472,0.2472,,0.374,0.0131,0.0259,0.0227
Round1,183,col5,c,0.0268,0.2475,0.2475,,0.3839,0.0133,0.0259,0.0228
Round1,183,col5,c,0.0271,0.2475,0.2475,,0.4013,0.0133,0.0261,0.0228
Round1,183,col5,c,0.0276,0.2478,0.2478,,0.4043,0.0133,0.0261,0.0228
Round1,183,col5,c,0.0277,0.2483,0.2483,,0.4081,0.0133,0.0261,0.0229
Round1,183,col5,c,0.0277,0.2488,0.2488,,0.4097,0.0134,0.0264,0.023
Round1,183,col5,c,0.0287,0.2491,0.2491,,0.4442,0.0135,0.0265,0.023
Round1,183,col5,c,0.0291,0.2498,0.2498,,0.4627,0.0135,0.0266,0.0231
Round1,183,col5,c,0.0292,0.2508,0.2508,,0.5006,0.0136,0.027,0.0231
Round1,183,col5,c,0.0293,0.2513,0.2513,,0.5199,0.0136,0.0274,0.0233
Round1,183,col5,c,0.0295,0.2544,0.2544,,0.531,0.0136,0.0274,0.0233
Round1,183,col5,c,0.0298,0.2555,0.2555,,0.55,0.0138,0.0275,0.0233
Round1,183,col5,c,0.0299,0.2579,0.2579,,0.5555,0.0138,0.0276,0.0235
Round1,183,col5,c,0.0299,0.258,0.258,,0.5611,0.0139,0.0277,0.0235
Round1,183,col5,c,0.0301,0.2602,0.2602,,0.5915,0.014,0.0277,0.0235
Round1,183,col5,c,0.0302,0.2614,0.2614,,0.6091,0.014,0.0278,0.0237
Round1,183,col5,c,0.0305,0.2622,0.2622,,0.6284,0.014,0.0278,0.0238
Round1,183,col5,c,0.0306,0.2643,0.2643,,0.6563,0.0141,0.028,0.0238
Round1,183,col5,c,0.032,0.2646,0.2646,,0.7334,0.0142,0.0285,0.0239
Round1,183,col5,c,0.0321,0.268,0.268,,0.7372,0.0142,0.0286,0.024
Round1,183,col5,c,0.0322,0.2699,0.2699,,0.7611,0.0142,0.0289,0.0242
Round1,183,col5,c,0.0328,0.2718,0.2718,,0.8914,0.0142,0.0297,0.0242
Round1,183,col5,c,0.033,0.2725,0.2725,,0.98,0.0143,0.0297,0.0243
Round1,183,col5,c,0.033,0.2747,0.2747,,1.0357,0.0143,0.0309,0.0243
Round1,183,col5,c,0.0334,0.2757,0.2757,,,0.0145,0.031,0.0243
Round1,183,col5,c,0.0335,0.2762,0.2762,,,0.0146,0.0311,0.0244
Round1,183,col5,c,0.0338,0.2813,0.2813,,,0.0146,0.0311,0.0244
Round1,183,col5,c,0.0358,0.2827,0.2827,,,0.0147,0.0313,0.0245
Round1,183,col5,c,0.0371,0.2834,0.2834,,,0.0148,0.0314,0.0245
Round1,183,col5,c,0.0387,0.2859,0.2859,,,0.0148,0.0315,0.0247
Round1,183,col5,c,0.0407,0.2861,0.2861,,,0.0148,0.0317,0.0248
Round1,183,col5,c,0.0414,0.2866,0.2866,,,0.0148,0.0319,0.0249
Round1,183,col5,c,0.0421,0.2907,0.2907,,,0.0151,0.032,0.0249
Round1,183,col5,c,0.0491,0.293,0.293,,,0.0151,0.032,0.025
Round1,183,col5,c,0.0506,0.2962,0.2962,,,0.0153,0.0322,0.025
Round1,183,col5,c,0.0513,0.2992,0.2992,,,0.0153,0.0323,0.0253
Round1,183,col5,c,0.052,0.2992,0.2992,,,0.0154,0.0324,0.0253
Round1,183,col5,c,0.0527,0.3018,0.3018,,,0.0156,0.0328,0.0254
Round1,183,col5,c,0.0532,0.3025,0.3025,,,0.0157,0.0329,0.0254
Round1,183,col5,c,0.055,0.3028,0.3028,,,0.0157,0.0329,0.0254
Round1,183,col5,c,0.0566,0.3037,0.3037,,,0.0158,0.0333,0.0254
Round1,183,col5,c,0.0568,0.307,0.307,,,0.0159,0.0333,0.0256
Round1,183,col5,c,0.057,0.3075,0.3075,,,0.0159,0.0333,0.0256
Round1,183,col5,c,0.057,0.3078,0.3078,,,0.0159,0.0336,0.0258
Round1,183,col5,c,0.0573,0.3088,0.3088,,,0.0159,0.0338,0.0259
Round1,183,col5,c,0.0584,0.3098,0.3098,,,0.0163,0.0338,0.0259
Round1,183,col5,c,0.0585,0.3104,0.3104,,,0.0163,0.0342,0.026
Round1,183,col5,c,0.0586,0.3125,0.3125,,,0.0165,0.0342,0.026
Round1,183,col5,c,0.0589,0.3132,0.3132,,,0.0165,0.0343,0.026
Round1,183,col5,c,0.0591,0.3182,0.3182,,,0.0168,0.0345,0.026
Round1,183,col5,c,0.0598,0.3199,0.3199,,,0.017,0.0346,0.0261
Round1,183,col5,c,0.0604,0.3202,0.3202,,,0.017,0.0349,0.0261
Round1,183,col5,c,0.0605,0.3204,0.3204,,,0.0171,0.0349,0.0262
Round1,183,col5,c,0.0608,0.3233,0.3233,,,0.0171,0.0352,0.0263
Round1,183,col5,c,0.0611,0.3337,0.3337,,,0.0173,0.0355,0.0264
Round1,183,col5,c,0.0633,0.3364,0.3364,,,0.0174,0.0358,0.0264
Round1,183,col5,c,0.0642,0.3411,0.3411,,,0.0174,0.036,0.0265
Round1,183,col5,c,0.0644,0.3464,0.3464,,,0.0175,0.036,0.0265
Round1,183,col5,c,0.0645,0.3529,0.3529,,,0.0175,0.0361,0.027
Round1,183,col5,c,0.0647,0.3579,0.3579,,,0.0176,0.0361,0.0271
Round1,183,col5,c,0.0652,0.3611,0.3611,,,0.0177,0.0362,0.0273
Round1,183,col5,c,0.0654,0.3655,0.3655,,,0.0177,0.0362,0.0273
Round1,183,col5,c,0.0657,0.3682,0.3682,,,0.0177,0.0363,0.0274
Round1,183,col5,c,0.0662,0.3733,0.3733,,,0.0178,0.0368,0.0274
Round1,183,col5,c,0.0681,0.3776,0.3776,,,0.0179,0.037,0.0274
Round1,183,col5,c,0.0682,0.386,0.386,,,0.0179,0.0371,0.0275
Round1,183,col5,c,0.0682,0.3868,0.3868,,,0.018,0.0372,0.0277
Round1,183,col5,c,0.0683,0.3869,0.3869,,,0.018,0.0373,0.0277
Round1,183,col5,c,0.0684,0.394,0.394,,,0.0181,0.0374,0.0277
Round1,183,col5,c,0.0689,0.3967,0.3967,,,0.0181,0.0375,0.0277
Round1,183,col5,c,0.0691,0.4032,0.4032,,,0.0182,0.0378,0.0279
Round1,183,col5,c,0.0695,0.4128,0.4128,,,0.0183,0.0379,0.028
Round1,183,col5,c,0.0695,0.4161,0.4161,,,0.0184,0.0379,0.0281
Round1,183,col5,c,0.0706,0.4162,0.4162,,,0.0184,0.0379,0.0284
Round1,183,col5,c,0.0707,0.4185,0.4185,,,0.0184,0.038,0.0284
Round1,183,col5,c,0.0711,0.4242,0.4242,,,0.0185,0.038,0.0286
Round1,183,col5,c,0.0714,0.4296,0.4296,,,0.0185,0.0381,0.0287
Round1,183,col5,c,0.0716,0.4297,0.4297,,,0.0185,0.0382,0.0289
Round1,183,col5,c,0.0717,0.4298,0.4298,,,0.0185,0.0386,0.029
Round1,183,col5,c,0.0724,0.4367,0.4367,,,0.0186,0.0386,0.0291
Round1,183,col5,c,0.0726,0.4376,0.4376,,,0.0186,0.0388,0.0293
Round1,183,col5,c,0.073,0.4419,0.4419,,,0.0186,0.039,0.0294
Round1,183,col5,c,0.0734,0.4441,0.4441,,,0.0187,0.039,0.0295
Round1,183,col5,c,0.0735,0.4442,0.4442,,,0.0188,0.0391,0.0297
Round1,183,col5,c,0.0737,0.4532,0.4532,,,0.0188,0.0393,0.0298
Round1,183,col5,c,0.074,0.4809,0.4809,,,0.0188,0.0396,0.0299
Round1,183,col5,c,0.0742,0.4812,0.4812,,,0.0188,0.0397,0.0299
Round1,183,col5,c,0.0749,0.4865,0.4865,,,0.019,0.0397,0.0299
Round1,183,col5,c,0.075,0.487,0.487,,,0.0191,0.0405,0.0299
Round1,183,col5,c,0.0751,0.4898,0.4898,,,0.0192,0.0409,0.03
Round1,183,col5,c,0.0764,0.5001,0.5001,,,0.0192,0.041,0.0301
Round1,183,col5,c,0.0765,0.5129,0.5129,,,0.0192,0.0411,0.0302
Round1,183,col5,c,0.0772,0.5182,0.5182,,,0.0192,0.0413,0.0304
Round1,183,col5,c,0.0786,0.5186,0.5186,,,0.0193,0.0416,0.0304
Round1,183,col5,c,0.0786,0.5234,0.5234,,,0.0194,0.0416,0.0305
Round1,183,col5,c,0.0799,0.5282,0.5282,,,0.0194,0.0419,0.0305
Round1,183,col5,c,0.0805,0.6051,0.6051,,,0.0195,0.043,0.0305
Round1,183,col5,c,0.0807,0.6357,0.6357,,,0.0197,0.043,0.0306
Round1,183,col5,c,0.0808,0.6433,0.6433,,,0.0198,0.043,0.0307
Round1,183,col5,c,0.081,0.6619,0.6619,,,0.0199,0.0433,0.0308
Round1,183,col5,c,0.0813,0.6844,0.6844,,,0.0203,0.0435,0.0308
Round1,183,col5,c,0.0818,0.6918,0.6918,,,0.0203,0.0436,0.0309
Round1,183,col5,c,0.082,0.7028,0.7028,,,0.0204,0.0437,0.0309
Round1,183,col5,c,0.0822,0.7279,0.7279,,,0.0205,0.0439,0.0312
Round1,183,col5,c,0.0823,0.7339,0.7339,,,0.0205,0.044,0.0318
Round1,183,col5,c,0.0823,0.7413,0.7413,,,0.0205,0.0443,0.032
Round1,183,col5,c,0.083,0.7428,0.7428,,,0.0206,0.0443,0.0322
Round1,183,col5,c,0.0831,0.7658,0.7658,,,0.0206,0.0443,0.0324
Round1,183,col5,c,0.0838,0.7741,0.7741,,,0.0207,0.045,0.0325
Round1,183,col5,c,0.0838,0.777,0.777,,,0.0209,0.0458,0.0325
Round1,183,col5,c,0.084,0.8003,0.8003,,,0.0209,0.0459,0.0327
Round1,183,col5,c,0.0843,0.8706,0.8706,,,0.021,0.046,0.0329
Round1,183,col5,c,0.085,0.8746,0.8746,,,0.021,0.046,0.0331
Round1,183,col5,c,0.0851,0.887,0.887,,,0.021,0.0464,0.0333
Round1,183,col5,c,0.0855,0.8932,0.8932,,,0.021,0.0466,0.0334
Round1,183,col5,c,0.0872,0.9007,0.9007,,,0.021,0.0467,0.0335
Round1,183,col5,c,0.0875,0.9091,0.9091,,,0.0213,0.0469,0.0336
Round1,183,col5,c,0.0877,0.9397,0.9397,,,0.0213,0.0471,0.0336
Round1,183,col5,c,0.0878,0.9816,0.9816,,,0.0215,0.0471,0.0336
Round1,183,col5,c,0.088,0.9835,0.9835,,,0.0215,0.0471,0.0337
Round1,183,col5,c,0.0891,0.9864,0.9864,,,0.0215,0.0474,0.0338
Round1,183,col5,c,0.0895,0.9939,0.9939,,,0.0217,0.0476,0.0339
Round1,183,col5,c,0.0897,1.0051,1.0051,,,0.0217,0.0476,0.034
Round1,183,col5,c,0.09,1.0166,1.0166,,,0.0218,0.048,0.0342
Round1,183,col5,c,0.0913,1.0274,1.0274,,,0.0219,0.0486,0.0344
Round1,183,col5,c,0.0914,1.0401,1.0401,,,0.022,0.0495,0.0345
Round1,183,col5,c,0.0919,1.0535,1.0535,,,0.022,0.0499,0.0347
Round1,183,col5,c,0.0919,1.0571,1.0571,,,0.0221,0.05,0.0347
Round1,183,col5,c,0.0926,1.0665,1.0665,,,0.0221,0.0501,0.0348
Round1,183,col5,c,0.0927,1.0812,1.0812,,,0.0222,0.0506,0.035
Round1,183,col5,c,0.0928,1.0908,1.0908,,,0.0223,0.0507,0.0351
Round1,183,col5,c,0.0932,1.0912,1.0912,,,0.0224,0.051,0.0352
Round1,183,col5,c,0.0934,1.0956,1.0956,,,0.0225,0.0511,0.0354
Round1,183,col5,c,0.0935,1.1307,1.1307,,,0.0227,0.0512,0.0356
Round1,183,col5,c,0.0937,1.1371,1.1371,,,0.0227,0.0516,0.0356
Round1,183,col5,c,0.0938,1.1519,1.1519,,,0.0227,0.0518,0.0357
Round1,183,col5,c,0.0944,1.1566,1.1566,,,0.0227,0.052,0.0357
Round1,183,col5,c,0.0947,1.1576,1.1576,,,0.0228,0.0522,0.0358
Round1,183,col5,c,0.0947,1.2812,1.2812,,,0.0229,0.0524,0.036
Round1,183,col5,c,0.095,,,,,0.0229,0.0528,0.0362
Round1,183,col5,c,0.0956,,,,,0.0229,0.0532,0.0363
Round1,183,col5,c,0.0957,,,,,0.0229,0.0532,0.0365
Round1,183,col5,c,0.0958,,,,,0.023,0.0537,0.0368
Round1,183,col5,c,0.096,,,,,0.0231,0.0537,0.0369
Round1,183,col5,c,0.0962,,,,,0.0232,0.0538,0.0369
Round1,183,col5,c,0.0963,,,,,0.0233,0.0542,0.037
Round1,183,col5,c,0.0978,,,,,0.0233,0.0544,0.037
Round1,183,col5,c,0.0979,,,,,0.0234,0.0544,0.0372
Round1,183,col5,c,0.0979,,,,,0.0234,0.0544,0.0375
Round1,183,col5,c,0.0982,,,,,0.0234,0.0549,0.0375
Round1,183,col5,c,0.0991,,,,,0.0235,0.0555,0.0376
Round1,183,col5,c,0.0993,,,,,0.0235,0.0556,0.0377
Round1,183,col5,c,0.0994,,,,,0.0236,0.0556,0.0377
Round1,183,col5,c,0.1003,,,,,0.0239,0.0556,0.0378
Round1,183,col5,c,0.1003,,,,,0.024,0.056,0.0379
Round1,183,col5,c,0.1018,,,,,0.0242,0.0564,0.038
Round1,183,col5,c,0.1026,,,,,0.0243,0.0566,0.0382
Round1,183,col5,c,0.1032,,,,,0.0243,0.0566,0.0383
Round1,183,col5,c,0.1032,,,,,0.0243,0.057,0.0383
Round1,183,col5,c,0.1035,,,,,0.0245,0.0571,0.0384
Round1,183,col5,c,0.1037,,,,,0.0245,0.0576,0.0385
Round1,183,col5,c,0.1043,,,,,0.0249,0.0581,0.0385
Round1,183,col5,c,0.1043,,,,,0.0252,0.0581,0.0386
Round1,183,col5,c,0.1046,,,,,0.0253,0.0584,0.0386
Round1,183,col5,c,0.1062,,,,,0.0254,0.0585,0.0386
Round1,183,col5,c,0.1062,,,,,0.0254,0.0587,0.0387
Round1,183,col5,c,0.1075,,,,,0.0254,0.0588,0.0389
Round1,183,col5,c,0.1078,,,,,0.0255,0.0589,0.039
Round1,183,col5,c,0.1081,,,,,0.0256,0.0592,0.039
Round1,183,col5,c,0.1082,,,,,0.0259,0.0595,0.039
Round1,183,col5,c,0.1083,,,,,0.026,0.0596,0.039
Round1,183,col5,c,0.1087,,,,,0.026,0.0596,0.0391
Round1,183,col5,c,0.1095,,,,,0.0261,0.0596,0.0393
Round1,183,col5,c,0.1126,,,,,0.0261,0.0597,0.0393
Round1,183,col5,c,0.1134,,,,,0.0261,0.0598,0.0393
Round1,183,col5,c,0.1168,,,,,0.0261,0.0599,0.0394
Round1,183,col5,c,0.1203,,,,,0.0263,0.0603,0.0394
Round1,183,col5,c,0.1231,,,,,0.0263,0.0603,0.0395
Round1,183,col5,c,0.1271,,,,,0.0265,0.0608,0.0399
Round1,183,col5,c,0.1272,,,,,0.0266,0.062,0.0401
Round1,183,col5,c,0.1304,,,,,0.0266,0.0624,0.0403
Round1,183,col5,c,0.131,,,,,0.0267,0.0625,0.0404
Round1,183,col5,c,0.1312,,,,,0.0267,0.0628,0.0404
Round1,183,col5,c,0.1317,,,,,0.0267,0.0633,0.0405
Round1,183,col5,c,0.1321,,,,,0.0267,0.0642,0.0406
Round1,183,col5,c,0.1325,,,,,0.0268,0.0643,0.0407
Round1,183,col5,c,0.1348,,,,,0.0268,0.0644,0.0408
Round1,183,col5,c,0.1366,,,,,0.0268,0.0644,0.0408
Round1,183,col5,c,0.1367,,,,,0.0271,0.0646,0.0408
Round1,183,col5,c,0.1385,,,,,0.0271,0.0648,0.041
Round1,183,col5,c,0.1392,,,,,0.0276,0.0648,0.0413
Round1,183,col5,c,0.1396,,,,,0.0277,0.0649,0.0413
Round1,183,col5,c,0.1416,,,,,0.0277,0.0649,0.0413
Round1,183,col5,c,0.1472,,,,,0.0277,0.0652,0.0414
Round1,183,col5,c,0.1502,,,,,0.0278,0.0657,0.0415
Round1,183,col5,c,0.1541,,,,,0.0279,0.0659,0.0415
Round1,183,col5,c,0.1572,,,,,0.028,0.066,0.0415
Round1,183,col5,c,0.1594,,,,,0.028,0.066,0.0416
Round1,183,col5,c,0.1637,,,,,0.0281,0.0663,0.0417
Round1,183,col5,c,0.1668,,,,,0.0282,0.0666,0.0417
Round1,183,col5,c,0.1785,,,,,0.0285,0.0667,0.0418
Round1,183,col5,c,0.1852,,,,,0.0287,0.067,0.0419
Round1,183,col5,c,0.1876,,,,,0.0287,0.067,0.0419
Round1,183,col5,c,0.2035,,,,,0.0288,0.0672,0.0421
Round1,183,col5,c,0.205,,,,,0.0289,0.0674,0.0422
Round1,183,col5,c,0.2274,,,,,0.0289,0.0675,0.0425
Round1,183,col5,c,0.2346,,,,,0.029,0.0677,0.0426
Round1,183,col5,c,0.239,,,,,0.029,0.0677,0.0426
Round1,183,col5,c,0.2483,,,,,0.029,0.0678,0.0427
Round1,183,col5,c,0.2962,,,,,0.0291,0.0685,0.0427
Round1,183,col5,c,0.3579,,,,,0.0292,0.0686,0.0428
Round1,183,col5,c,0.3655,,,,,0.0292,0.0688,0.0428
Round1,183,col5,c,0.386,,,,,0.0293,0.0691,0.0428
Round1,183,col5,c,0.4128,,,,,0.0295,0.0693,0.0429
Round1,183,col5,c,0.4298,,,,,0.0298,0.0694,0.0429
Round1,183,col5,c,0.4367,,,,,0.0298,0.0697,0.0429
Round1,183,col5,c,0.4442,,,,,0.0299,0.0702,0.043
Round1,183,col5,c,0.4532,,,,,0.0299,0.0704,0.0431
Round1,183,col5,c,0.8706,,,,,0.03,0.0707,0.0433
Round1,183,col5,c,1.0401,,,,,0.0301,0.0711,0.0433
Round1,183,col5,c,1.0912,,,,,0.0302,0.0712,0.0434
Round1,183,col5,c,1.0956,,,,,0.0303,0.0716,0.0434
Round1,183,col5,c,1.1519,,,,,0.0304,0.0718,0.0434
Round2,189,col10,c,0.0008,,,,,0.0304,0.072,0.0435
Round2,189,col10,c,0.001,,,,,0.0305,0.072,0.0436
Round2,189,col10,c,0.0012,,,,,0.0305,0.0721,0.0437
Round2,189,col10,c,0.0012,,,,,0.0306,0.0722,0.0439
Round2,189,col10,c,0.0014,,,,,0.0306,0.0726,0.0441
Round2,189,col10,c,0.0015,,,,,0.0306,0.0735,0.0441
Round2,189,col10,c,0.0015,,,,,0.0309,0.0737,0.0441
Round2,189,col10,c,0.0016,,,,,0.0311,0.0748,0.0442
Round2,189,col10,c,0.0019,,,,,0.0311,0.0749,0.0444
Round2,189,col10,c,0.0027,,,,,0.0314,0.0751,0.0447
Round2,189,col10,c,0.0027,,,,,0.0319,0.0751,0.0449
Round2,189,col10,c,0.0028,,,,,0.032,0.0758,0.045
Round2,189,col10,c,0.0028,,,,,0.0321,0.0758,0.0451
Round2,189,col10,c,0.0029,,,,,0.0321,0.0766,0.0452
Round2,189,col10,c,0.0032,,,,,0.0322,0.0783,0.0452
Round2,189,col10,c,0.0033,,,,,0.0323,0.0787,0.0452
Round2,189,col10,c,0.0035,,,,,0.0324,0.0795,0.0453
Round2,189,col10,c,0.0035,,,,,0.0325,0.0795,0.0453
Round2,189,col10,c,0.0035,,,,,0.0326,0.08,0.0455
Round2,189,col10,c,0.0037,,,,,0.0326,0.08,0.0456
Round2,189,col10,c,0.0038,,,,,0.0327,0.0801,0.0458
Round2,189,col10,c,0.004,,,,,0.0327,0.0807,0.046
Round2,189,col10,c,0.004,,,,,0.0328,0.0808,0.046
Round2,189,col10,c,0.0041,,,,,0.0329,0.0822,0.046
Round2,189,col10,c,0.0041,,,,,0.033,0.084,0.0462
Round2,189,col10,c,0.0041,,,,,0.033,0.0842,0.0463
Round2,189,col10,c,0.0041,,,,,0.033,0.0849,0.0464
Round2,189,col10,c,0.0041,,,,,0.0331,0.0856,0.0464
Round2,189,col10,c,0.0041,,,,,0.0331,0.0859,0.0464
Round2,189,col10,c,0.0041,,,,,0.0333,0.0869,0.0464
Round2,189,col10,c,0.0041,,,,,0.0333,0.087,0.0464
Round2,189,col10,c,0.0042,,,,,0.0334,0.0873,0.0466
Round2,189,col10,c,0.0043,,,,,0.0334,0.0875,0.0466
Round2,189,col10,c,0.0043,,,,,0.0335,0.0885,0.0466
Round2,189,col10,c,0.0043,,,,,0.0336,0.0885,0.0467
Round2,189,col10,c,0.0043,,,,,0.0336,0.0888,0.0467
Round2,189,col10,c,0.0045,,,,,0.0336,0.0889,0.0467
Round2,189,col10,c,0.0046,,,,,0.0338,0.09,0.0467
Round2,189,col10,c,0.0046,,,,,0.0339,0.0904,0.0469
Round2,189,col10,c,0.0046,,,,,0.0341,0.0907,0.0471
Round2,189,col10,c,0.0048,,,,,0.0341,0.0912,0.0474
Round2,189,col10,c,0.0049,,,,,0.0341,0.0913,0.0474
Round2,189,col10,c,0.005,,,,,0.0342,0.0916,0.0476
Round2,189,col10,c,0.0052,,,,,0.0343,0.0917,0.0476
Round2,189,col10,c,0.0056,,,,,0.0345,0.0917,0.0478
Round2,189,col10,c,0.0056,,,,,0.0345,0.0918,0.048
Round2,189,col10,c,0.0058,,,,,0.0346,0.0925,0.0481
Round2,189,col10,c,0.0058,,,,,0.0348,0.0929,0.0482
Round2,189,col10,c,0.0059,,,,,0.035,0.0931,0.0484
Round2,189,col10,c,0.006,,,,,0.0352,0.0942,0.0487
Round2,189,col10,c,0.0061,,,,,0.0354,0.0948,0.0487
Round2,189,col10,c,0.0061,,,,,0.0354,0.0953,0.049
Round2,189,col10,c,0.0065,,,,,0.0354,0.0958,0.0494
Round2,189,col10,c,0.0067,,,,,0.0357,0.0959,0.0495
Round2,189,col10,c,0.0067,,,,,0.0357,0.0964,0.0495
Round2,189,col10,c,0.0069,,,,,0.0357,0.0969,0.0497
Round2,189,col10,c,0.0073,,,,,0.0358,0.0971,0.0499
Round2,189,col10,c,0.0073,,,,,0.0358,0.0973,0.05
Round2,189,col10,c,0.0074,,,,,0.0358,0.0974,0.05
Round2,189,col10,c,0.0079,,,,,0.0359,0.0975,0.0501
Round2,189,col10,c,0.008,,,,,0.0359,0.0976,0.0501
Round2,189,col10,c,0.009,,,,,0.0362,0.0976,0.0502
Round2,189,col10,c,0.009,,,,,0.0363,0.0976,0.0504
Round2,189,col10,c,0.0091,,,,,0.0365,0.0978,0.0505
Round2,189,col10,c,0.0093,,,,,0.0366,0.0979,0.0505
Round2,189,col10,c,0.0095,,,,,0.0368,0.0993,0.0509
Round2,189,col10,c,0.0096,,,,,0.0368,0.0993,0.0509
Round2,189,col10,c,0.0098,,,,,0.0369,0.0996,0.0509
Round2,189,col10,c,0.0098,,,,,0.0369,0.0997,0.051
Round2,189,col10,c,0.0106,,,,,0.0371,0.0998,0.051
Round2,189,col10,c,0.0112,,,,,0.0372,0.1001,0.051
Round2,189,col10,c,0.0113,,,,,0.0372,0.1002,0.0511
Round2,189,col10,c,0.0116,,,,,0.0374,0.1009,0.0511
Round2,189,col10,c,0.0116,,,,,0.0374,0.1009,0.0511
Round2,189,col10,c,0.0117,,,,,0.0376,0.1009,0.0512
Round2,189,col10,c,0.0118,,,,,0.0376,0.1011,0.0515
Round2,189,col10,c,0.0119,,,,,0.0379,0.1012,0.052
Round2,189,col10,c,0.012,,,,,0.038,0.1019,0.052
Round2,189,col10,c,0.0121,,,,,0.0384,0.102,0.0524
Round2,189,col10,c,0.0122,,,,,0.0386,0.1023,0.0525
Round2,189,col10,c,0.0123,,,,,0.0387,0.1039,0.0525
Round2,189,col10,c,0.0123,,,,,0.0387,0.104,0.0532
Round2,189,col10,c,0.0123,,,,,0.0389,0.1047,0.0532
Round2,189,col10,c,0.0125,,,,,0.0389,0.1061,0.0534
Round2,189,col10,c,0.0126,,,,,0.0389,0.1068,0.0534
Round2,189,col10,c,0.0129,,,,,0.039,0.1069,0.0536
Round2,189,col10,c,0.013,,,,,0.0391,0.1099,0.0538
Round2,189,col10,c,0.013,,,,,0.0394,0.1103,0.0538
Round2,189,col10,c,0.013,,,,,0.0394,0.1107,0.0538
Round2,189,col10,c,0.0133,,,,,0.0396,0.1109,0.0539
Round2,189,col10,c,0.0135,,,,,0.0396,0.111,0.054
Round2,189,col10,c,0.0135,,,,,0.0396,0.112,0.0543
Round2,189,col10,c,0.0136,,,,,0.0396,0.1127,0.0544
Round2,189,col10,c,0.0136,,,,,0.0396,0.1136,0.0545
Round2,189,col10,c,0.0142,,,,,0.04,0.1137,0.0545
Round2,189,col10,c,0.0142,,,,,0.04,0.1142,0.0545
Round2,189,col10,c,0.0148,,,,,0.0401,0.1146,0.0559
Round2,189,col10,c,0.0159,,,,,0.0403,0.1147,0.0561
Round2,189,col10,c,0.0171,,,,,0.0403,0.1155,0.0566
Round2,189,col10,c,0.0174,,,,,0.0403,0.116,0.057
Round2,189,col10,c,0.0175,,,,,0.0406,0.1161,0.057
Round2,189,col10,c,0.0179,,,,,0.0406,0.1162,0.0571
